date,open,high,low,close,volume 
2016-11-11,107.12,108.87,106.55,108.43,34143898 
2016-11-15,106.57,107.68,106.1593,107.11,32264510 
2016-11-17,109.81,110.35,108.83,109.95,27632003 
2016-11-21,110.12,111.99,110.01,111.73,29264571 
2016-11-23,111.36,111.51,110.33,111.23,27426394 
2016-11-28,111.43,112.465,111.39,111.57,27193983 
2016-11-30,111.6,112.2,110.27,110.52,36162258 
2016-12-02,109.17,110.09,108.85,109.9,26527997 
2016-12-06,109.5,110.36,109.19,109.95,26195462 
2016-12-08,110.86,112.43,110.6,112.12,27068316 
2016-12-12,113.29,115.0,112.49,113.3,26374377 
2016-12-14,115.04,116.2,114.98,115.19,34031834 
2016-12-16,116.47,116.5,115.645,115.97,44351134 
2016-12-20,116.74,117.5,116.68,116.95,21424965 
2016-12-22,116.35,116.51,115.64,116.29,26085854 
2016-12-27,116.52,117.8,116.49,117.26,18296855 
2016-12-29,116.45,117.1095,116.4,116.73,15039519 
2017-01-03,115.8,116.33,114.76,116.15,28781865 
2017-01-05,115.92,116.8642,115.81,116.61,22193587 
2017-01-09,117.95,119.43,117.94,118.99,33561948 
2017-01-11,118.74,119.93,118.6,119.75,27588593 
2017-01-13,119.11,119.62,118.81,119.04,26111948 
2017-01-18,120.0,120.5,119.71,119.99,23712961 
2017-01-20,120.45,120.45,119.7346,120.0,32597892 
2017-01-24,119.55,120.1,119.5,119.97,23211038 
2017-01-26,121.67,122.44,121.6,121.94,26337576 
2017-01-30,120.93,121.63,120.66,121.63,30377503 
2017-02-01,127.03,130.49,127.01,128.75,111985040 
2017-02-03,128.31,129.19,128.16,129.08,24507301 
2017-02-07,130.54,132.09,130.45,131.53,38183841 
2017-02-09,131.65,132.445,131.12,132.42,28349859 
2017-02-13,133.08,133.82,132.75,133.29,23035421 
2017-02-15,135.52,136.27,134.62,135.51,35623100 
2017-02-17,135.1,135.83,135.1,135.72,22198197 
2017-02-22,136.43,137.12,136.11,137.11,20836932 
2017-02-24,135.91,136.66,135.28,136.66,21776585 
2017-02-28,137.08,137.435,136.7,136.99,23482860 
2017-03-02,140.0,140.2786,138.76,138.96,26210984 
2017-03-06,139.365,139.77,138.5959,139.34,21750044 
2017-03-08,138.95,139.8,138.82,139.0,18707236 
2017-03-10,139.25,139.3571,138.64,139.14,19612801 
2017-03-14,139.3,139.65,138.84,138.99,15309065 
2017-03-16,140.72,141.02,140.26,140.69,19231998 
2017-03-20,140.4,141.5,140.23,141.46,21542038 
2017-03-22,139.845,141.6,139.76,141.42,25860165 
2017-03-24,141.5,141.74,140.35,140.64,22395563 
2017-03-28,140.91,144.04,140.62,143.8,33374805 
2017-03-30,144.19,144.5,143.5,143.93,21207252 
2017-04-03,143.71,144.12,143.05,143.7,19985714 
2017-04-05,144.22,145.46,143.81,144.02,27717854 
2017-04-07,143.73,144.18,143.27,143.34,16658543 
2017-04-11,142.94,143.35,140.06,141.63,30379376 
2017-04-13,141.91,142.38,141.05,141.05,17822880 
2017-04-18,141.41,142.04,141.11,141.2,14697544 
2017-04-20,141.22,142.92,141.16,142.44,23319562 
2017-04-24,143.5,143.95,143.18,143.64,17134333 
2017-04-26,144.47,144.6,143.3762,143.68,20041241 
2017-04-28,144.09,144.3,143.27,143.65,20860358 
2017-05-02,147.54,148.09,146.84,147.51,45352194 
2017-05-04,146.52,147.14,145.81,146.53,23371872 
2017-05-08,149.03,153.7,149.03,153.01,48752413 
2017-05-10,153.63,153.94,152.11,153.26,25805692 
2017-05-12,154.7,156.42,154.67,156.1,32527017 
2017-05-16,155.94,156.06,154.72,155.47,20048478 
2017-05-18,151.27,153.34,151.13,152.54,33568215 
2017-05-22,154.0,154.58,152.91,153.99,22966437 
2017-05-24,153.84,154.17,152.67,153.34,19219154 
2017-05-26,154.0,154.24,153.31,153.61,21927637 
2017-05-31,153.97,154.17,152.38,152.76,24451164 
2017-06-02,153.58,155.45,152.89,155.45,27770715 
2017-06-06,153.9,155.81,153.78,154.45,26624926 
2017-06-08,155.25,155.54,154.4,154.99,21250798 
2017-06-12,145.74,146.09,142.51,145.42,72307330 
2017-06-14,147.5,147.5,143.84,145.16,31531232 
2017-06-16,143.78,144.5,142.2,142.27,50361093 
2017-06-20,146.87,146.87,144.94,145.01,24900073 
2017-06-22,145.77,146.7,145.1199,145.63,19106294 
2017-06-26,147.17,148.28,145.38,145.82,25692361 
2017-06-28,144.49,146.11,143.1601,145.83,22082432 
2017-06-30,144.45,144.96,143.78,144.02,23024107 
2017-07-05,143.69,144.79,142.7237,144.09,21569557 
2017-07-07,142.9,144.75,142.9,144.18,19201712 
2017-07-11,144.73,145.85,144.38,145.53,19781836 
2017-07-13,145.5,148.49,145.44,147.77,25199373 
2017-07-17,148.82,150.9,148.57,149.56,23793456 
2017-07-19,150.48,151.42,149.95,151.02,20922969 
2017-07-21,149.99,150.44,148.88,150.27,26252630 
2017-07-25,151.8,153.84,151.8,152.74,18853932 
2017-07-27,153.75,153.99,147.3,150.56,32476337 
2017-07-31,149.9,150.33,148.13,148.73,19845920 
2017-08-02,159.28,159.75,156.16,157.14,69936800 
2017-08-04,156.07,157.4,155.69,156.39,20559852 
2017-08-08,158.6,161.83,158.27,160.08,36205896 
2017-08-10,159.9,160.0,154.63,155.32,40804273 
2017-08-14,159.32,160.21,158.75,159.85,22122734 
2017-08-16,161.94,162.51,160.15,160.95,27671612 
2017-08-18,157.86,159.5,156.72,157.5,27428069 
2017-08-22,158.23,160.0,158.02,159.78,21604585 
2017-08-24,160.43,160.74,158.55,159.27,19818918 
2017-08-28,160.14,162.0,159.93,161.47,25965972 
2017-08-30,163.8,163.89,162.61,163.35,27269584 
2017-09-01,164.8,164.94,163.63,164.05,16591051 
2017-09-06,162.71,162.99,160.52,161.91,21651726 
2017-09-08,160.86,161.15,158.53,158.63,28611535 
2017-09-12,162.61,163.96,158.77,160.86,71714046 
2017-09-14,158.99,159.4,158.09,158.28,23760749 
2017-09-18,160.11,160.5,157.995,158.67,28269435 
2017-09-20,157.9,158.26,153.83,156.07,52951364 
2017-09-22,152.02,152.27,150.56,151.89,46645443 
2017-09-26,151.78,153.92,151.69,153.14,36660045 
2017-09-28,153.89,154.28,152.7,153.28,22005455 
2017-10-02,154.26,154.45,152.72,153.81,18698842 
2017-10-04,153.63,153.86,152.46,153.48,20163750 
2017-10-06,154.97,155.49,154.56,155.3,17407558 
2017-10-10,156.055,158.0,155.1,155.9,15617014 
2017-10-12,156.35,157.37,155.7299,156.0,16125054 
2017-10-16,157.9,160.0,157.65,159.88,24121452 
2017-10-18,160.42,160.71,159.6,159.76,16374164 
2017-10-20,156.61,157.75,155.96,156.25,23974146 
2017-10-24,156.29,157.42,156.2,157.1,17757230 
2017-10-26,157.23,157.8295,156.78,157.41,17000469 
2017-10-30,163.89,168.07,163.72,166.72,44700772 
2017-11-01,169.87,169.94,165.61,166.89,33637762 
2017-11-03,174.0,174.26,171.12,172.5,59398631 
2017-11-07,173.91,175.25,173.6,174.81,24361485 
2017-11-09,175.11,176.095,173.14,175.88,29185668 
2017-11-13,173.5,174.5,173.4,173.97,16982080 
2017-11-15,169.97,170.3197,168.38,169.08,29158070 
2017-11-17,171.04,171.39,169.64,170.15,21899544 
2017-11-21,170.78,173.7,170.78,173.14,25131295 
2017-11-24,175.1,175.5,174.6459,174.97,14026673 
2017-11-28,174.3,174.87,171.86,173.07,26428802 
2017-11-30,170.43,172.14,168.44,171.85,41527218 
2017-12-04,172.48,172.62,169.63,169.8,32542385 
2017-12-06,167.5,170.2047,166.46,169.01,28560000 
2017-12-08,170.49,171.0,168.82,169.37,23355231 
2017-12-12,172.15,172.39,171.461,171.7,19409230 
2017-12-14,172.4,173.13,171.65,172.22,20476541 
2017-12-18,174.88,177.2,174.86,176.42,29421114 
2017-12-20,174.87,175.42,173.25,174.35,23475649 
2017-12-22,174.68,175.424,174.5,175.01,16349444 
2017-12-27,170.1,170.78,169.71,170.6,21498213 
2017-12-29,170.52,170.59,169.22,169.23,25999922 
2018-01-03,172.53,174.55,171.96,172.23,29517899 
2018-01-05,173.44,175.37,173.05,175.0,23660018 
2018-01-09,174.55,175.06,173.41,174.33,21583997 
2018-01-11,174.59,175.4886,174.49,175.28,18667729 
2018-01-16,177.9,179.39,176.14,176.19,29565947 
2018-01-18,179.37,180.1,178.25,179.26,31193352 
2018-01-22,177.3,177.78,176.6016,177.0,27108551 
2018-01-24,177.25,177.3,173.2,174.22,51105090 
2018-01-26,172.0,172.0,170.06,171.51,39143011 
2018-01-30,165.525,167.37,164.7,166.97,46048185 
2018-02-01,167.165,168.62,166.76,167.78,47230787 
2018-02-05,159.1,163.88,156.0,156.49,72738522 
2018-02-07,163.085,163.4,159.0685,159.54,51608580 
